"item_name","bullet_point","product_type","product_category","link","color","material","item_id","depth","height","width"
"Mesa de comedor cuadrada extensible 90/180 en madera color blanco Florencia","La mesa de comedor cuadrada extensible Florencia es de estilo contemporáneo. Su diseño de líneas rectas blanco, la convierte en un básico ideal para cualquier salón comedor, ya que combina a la perfección con cualquier decoración.
Esta mesa puede darte muchas ventajas a la hora de planificar una reunión en casa; ya que sin extender, la mesa tiene una dimensión de 90x90 cms apta para 4 comensales y una vez extendida puede hacer hasta 180x90 cms dando capacidad de hasta 8 comensales. Puedes abrirla cuando tú decidas.","Mesa extensible","Inicio > Mesas > Mesas de comedor y cocina","https://klasthome.com/es/mesas-de-comedor-y-cocina/645-mesa-de-comedor-cuadrada-extensible-90-180-en-madera-color-blanco?channable=04a95469640036343554","Blanco","Madera","JT-0004B","90 cm","78 cm","90 cm"
"Mesa de comedor rectangular en madera Aris","La mesa de comedor rectangular fija Aris, es de estilo contemporáneo. Su diseño de líneas rectas blanco, la convierte en un básico ideal para cualquier salón comedor, ya que combina a la perfección con cualquier decoración.
Esta mesa puede darte muchas ventajas a la hora de planificar una reunión en casa, es ideal para salón comedor, cocina e incluso oficina como sala de reuiniones. Es apta para 6 comensales.","Mesa fija","Inicio > Mesas > Mesas de comedor y cocina","https://klasthome.com/es/mesas-de-comedor-y-cocina/647-mesa-de-comedor-rectangular-en-madera?channable=04a95469640036343756","Blanco","Madera","JT-0001B","140 cm","64 cm","90 cm"
"Silla de comedor con reposabrazos en polipropileno blanca Jeven","La silla de comedor Jeven se trata de la mejor opción para los amantes del diseños modernos y minimalista. Su acabado en polipropileno con reposabrazos la convierte también en una alternativa perfecta para tu jardín o balcón. Con toda su estructura fabricada en un mismo color, puedes combinarlas como más te guste eligiendo entre las 3 tonalidades disponibles en nuestra web. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/648-silla-de-comedor-con-reposabrazos-en-polipropileno-blanca?channable=04a95469640036343857","Blanco","Plástico","FM-0001B","56 cm","80 cm","51 cm"
"Silla de comedor con reposabrazos en polipropileno gris Jeven","La silla de comedor Jeven se trata de la mejor opción para los amantes del diseños modernos y minimalista. Su acabado en polipropileno con reposabrazos la convierte también en una alternativa perfecta para tu jardín o balcón. Con toda su estructura fabricada en un mismo color, puedes combinarlas como más te guste eligiendo entre las 3 tonalidades disponibles en nuestra web. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/649-silla-de-comedor-con-reposabrazos-en-polipropileno-gris?channable=04a95469640036343958","Gris","Plástico","FM-0001G","56 cm","80 cm","51 cm"
"Silla de comedor con reposabrazos en polipropileno verde Jeven","La silla de comedor Jeven se trata de la mejor opción para los amantes del diseños modernos y minimalista. Su acabado en polipropileno con reposabrazos la convierte también en una alternativa perfecta para tu jardín o balcón. Con toda su estructura fabricada en un mismo color, puedes combinarlas como más te guste eligiendo entre las 3 tonalidades disponibles en nuestra web. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/650-silla-de-comedor-con-reposabrazos-en-polipropileno-verde?channable=04a954696400363530cf","Verde","Plástico","FM-0001V","56 cm","80 cm","51 cm"
"Silla de comedor en polipropileno verde Jeven","La silla de comedor Jeven se trata de la mejor opción para los amantes de los diseños más modernos y minimalistas. Su acabado en polipropileno la convierte también en una alternativa perfecta para tu jardín o balcón, o incluso para usar como silla de escritorio. Con todas su estructura fabricada en un mismo color, combínalas como más te guste eligiendo entre las 2 tonalidades disponibles en nuestra web. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/651-silla-de-comedor-en-polipropileno-verde?channable=04a954696400363531d0","Verde","Plástico","FM-0002V","46 cm","80 cm","51 cm"
"Silla de comedor en polipropileno gris Jeven","La silla de comedor Jeven se trata de la mejor opción para los amantes de los diseños más modernos y minimalistas. Su acabado en polipropileno la convierte también en una alternativa perfecta para tu jardín o balcón, o incluso para usar como silla de escritorio. Con todas su estructura fabricada en un mismo color, combínalas como más te guste eligiendo entre las 2 tonalidades disponibles en nuestra web. Para mayor durabilidad de la silla, aconsejamos que se evite la exposición de la misma a fenómenos meteorológicos.","Silla polipropileno","Inicio > Sillas > Sillas de exterior","https://klasthome.com/es/sillas-de-exterior/652-silla-de-comedor-en-polipropileno-gris?channable=04a954696400363532d1","Gris","Plástico","FM-0002G","46 cm","80 cm","51 cm"
"Sofá chaise longue reversible de 3 plazas beige Beth","El sofá chaise longue de tres plazas Beth es ideal y de lo más práctico. Es reversible por lo que podrás colocar la chaise longue donde mejor te vaya. Es un sofá cómodo y muy funcional. También lo puedes encuentrar disponible en color gris.","Sofá chaise longue","Inicio > Sofás > Sofás con chaise longue","https://klasthome.com/es/sofas-con-chaise-longue/653-sofa-chaise-longue-reversible-de-3-plazas-beige?channable=04a954696400363533d2","Beige","Tejido","AQ-0001BE","248 cm","82 cm","150 cm"
"Sofá chaise longue reversible de 3 plazas gris Beth","El sofá chaise longue de tres plazas Beth es ideal y de lo más práctico. Es reversible por lo que podrás colocar la chaise longue donde mejor te vaya. Es un sofá cómodo y muy funcional. También lo podrás encontrar disponible en color beige.","Sofá chaise longue","Inicio > Sofás > Sofás con chaise longue","https://klasthome.com/es/sofas-con-chaise-longue/654-sofa-chaise-longue-reversible-de-3-plazas-gris?channable=04a954696400363534d3","Gris","Tejido","AQ-0001G","248 cm","82 cm","150 cm"
"Sofá de 3 plazas beige Beth","El sofá tres plazas Beth en color beige es cómodo y estiloso. Su patita en madera despuntada proporcionará un look nórdico a tu salón. Lo encontrarás también disponible en color gris. El sofá incluye 2 juegos de patas, en color madera claro y oscuro.","Sofá tres plazas","Inicio > Sofás > Sofás 2/3 plazas","https://klasthome.com/es/sofas-2-3-plazas/655-sofa-de-3-plazas-beige?channable=04a954696400363535d4","Beige","Tejido","AQ-0002BE","200 cm","83 cm","81 cm"
"Sofá de 3 plazas gris Beth","El sofá tres plazas Beth en color gris es cómodo y estiloso. Su patita en madera despuntada proporcionará un look nórdico a tu salón. Lo encontrarás también disponible en color beige.","Sofá tres plazas","Inicio > Sofás > Sofás 2/3 plazas","https://klasthome.com/es/sofas-2-3-plazas/656-sofa-de-3-plazas-gris?channable=04a954696400363536d5","Gris","Tejido","AQ-0002G","202 cm","80 cm","85 cm"
"Sofá de 3 plazas beige Anya","El sofá tres plazas Anya en color beige es un modelo ideal para conseguir un look sofisticado en tu salón. Presenta un diseño muy atractivo además de que es muy cómodo. También está disponible en color gris oscuro.","Sofá tres plazas","Inicio > Sofás > Sofás 2/3 plazas","https://klasthome.com/es/sofas-2-3-plazas/657-sofa-de-3-plazas-beige?channable=04a954696400363537d6","Beige","Tejido","AQ-0003BE","205 cm","90 cm","90 cm"
"Sofá 3 plazas gris oscuro Anya","El sofá tres plazas Anya en color gris oscuro es un modelo ideal para conseguir un look sofisticado en tu salón. Presenta un diseño muy atractivo además de que es muy cómodo. También está disponible en color beige.","Sofá tres plazas","Inicio > Sofás > Sofás 2/3 plazas","https://klasthome.com/es/sofas-2-3-plazas/658-sofa-3-plazas-gris-oscuro?channable=04a954696400363538d7","Gris Oscuro","Tejido","AQ-0003GO","205 cm","90 cm","90 cm"
"Sofá de 3 plazas beige Margot","El sofá tres plazas en color beige Margot es sinónimo de originalidad. Es cómodo y sofisticado y será uno de los protagonistas más importantes de tu salón. También está disponible en color gris","Sofá tres plazas","Inicio > Sofás > Sofás 2/3 plazas","https://klasthome.com/es/sofas-2-3-plazas/659-sofa-de-3-plazas-beige?channable=04a954696400363539d8","Beige","Tejido","AQ-0004BE","202 cm","81 cm","83 cm"
"Sofá de 3 plazas gris Margot","El sofá tres plazas en color gris Margot es sinónimo de originalidad. Es cómodo y sofisticado y será uno de los protagonistas más importantes de tu salón. También está disponible en color beige.","Sofá tres plazas","Inicio > Sofás > Sofás 2/3 plazas","https://klasthome.com/es/sofas-2-3-plazas/660-sofa-de-3-plazas-gris?channable=04a95469640036363050","Gris","Tejido","AQ-0004G","202 cm","81 cm","83 cm"
"Espejo redondo de pared 55d Balo","El espejo redondo de pared Balo es un complemento perfecto para los hogares de un estilo más natural. Fabricado en fibra natural, se trata de una pieza que le encantará a aquellos que están buscando nuevas tendencias en decoración.","Espejo de  pared","Inicio > Decoración > Espejos decorativos > Espejos de pared","https://klasthome.com/es/espejos-de-pared/661-espejo-redondo-de-pared-55d?channable=04a95469640036363151","Natural","Fibra natural","IT-0010","55 cm","55 cm","4 cm"
"Jarrón de cerámica terracota Grek","El jarrón de cerámica Grek es la pieza que no puedes dejar pasar la oportunidad de tener en tu hogar. Su diseño está pensado para estilos de decoración natural, pero su polivalencia hace que sea una opción ideal para combinar con diferentes ambientes.","Jarrón decorativo","Inicio > Decoración > Objetos de decoración > Jarrones","https://klasthome.com/es/jarrones/663-jarron-de-ceramica-terracota?channable=04a95469640036363353","Terracota","Ceramica","IT-0034TE","11 cm","25 cm","11 cm"
"Lámpara de mesa Etta","La lámpara de mesa Etta tiene un singular diseño que hará que te enamores de ella. Fabricada en cristal y con una base de madera, esta lámpara de estilo nórdico quedará genial en el salón, comedor, dormitorio o recibidor de tu casa. Un elemento decorativo que te recomendamos ya que es apuesta segura.
No incluye bombilla.","Lámpara de mesa","Inicio > Lámparas > Lámparas de mesa","https://klasthome.com/es/lamparas-de-mesa/665-lampara-de-mesa?channable=04a95469640036363555","Transparente","Cristal","KP-0001","19 cm","25 cm","19 cm"
"Cojín sofá 45x45 cm color natural Evie","El cojín para sofá Evie tiene un diseño fabricado en ratán que dará un toque cálido a tu hogar con su acabado en color natural, será un complemento ideal para aquellas casas que opten por dar un estilo más natural a su decoración. Incluye funda y relleno.","Cojín sofá","Inicio > Decoración > Textil > Cojines decorativos","https://klasthome.com/es/cojines-decorativos/666-cojin-sofa-45x45-cm-color-natural?channable=04a95469640036363656","Natural","Fibra natural","KP-0002","45 cm","10 cm","45 cm"
"Jarrón cristal rosa Shani","El jarrón de cristal Shani es un complemento ideal para decorar cualquiera de tus piezas de mobiliario. Fabricado en cristal translucido con un toque rosado, aportará sofisticación y buen gusto a tu hogar.","Jarrón decorativo","Inicio > Decoración > Objetos de decoración > Jarrones","https://klasthome.com/es/jarrones/667-jarron-cristal-rosa?channable=04a95469640036363757","Rosa","Cristal","KP-0009RO","25 cm","25 cm","15 cm"
"Cojín sofá 45x45 cm beige Helder","El cojín para sofá Helder será un complemento perfecto para los hogares con decoración de un estilo más natural. Fabricado en yute, ¡será un complemento decorativo que te encantará! Incluye funda y relleno.","Cojín sofá","Inicio > Decoración > Textil > Cojines decorativos","https://klasthome.com/es/cojines-decorativos/668-cojin-sofa-45x45-cm-beige?channable=04a95469640036363858","Natural","Fibra natural","KP-0026","45 cm","10 cm","45 cm"
